parameter_id,JAX_OFD_015_001
mouse_life_stage,Late adult
gene_symbol,Tbl1xr1
gene_accession_id,MGI:2441730
parameter_name,Center resting time
analysis_id,900lzyr2c4s004o
pvalue,0.7916229
mouse_strain,C57BL
