gene_symbol,Frmpd1
analysis_id,pny1286m4t7bprx
gene_accession_id,MGI:2446274
mouse_strain,C57BL
parameter_id,IMPC_OFD_016_001
parameter_name,Center permanence time
mouse_life_stage,Late adult
pvalue,0.4267253
