gene_symbol,Secisbp2l
mouse_life_stage,Early adult
gene_accession_id,MGI:1917604
pvalue,0.2093744
analysis_id,19p1ymfwr09h7u6
parameter_name,Creatinine
parameter_id,HMGULA_CBC_005_001
mouse_strain,C57BL
