parameter_name,% Freezing duration pre-cue-2
gene_symbol,Zcchc2
pvalue,0.3231684
mouse_life_stage,Early adult
gene_accession_id,MGI:2444114
parameter_id,ICS_FEA_019_001
analysis_id,d9x86yn3g0oni9l
mouse_strain,C57BL
