parameter_id,IMPC_ECG_008_001
gene_accession_id,MGI:1924054
parameter_name,ST
analysis_id,43p6ggka15n9a6l
gene_symbol,Kdm4c
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,1.276007
