parameter_id,MGP_PBI_014_001
gene_symbol,Amigo1
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,B cell percentage
pvalue,0.4205409
analysis_id,9e2234ob5f5mb8z
gene_accession_id,MGI:2653612
