mouse_life_stage,Middle aged adult
analysis_id,12tv2385e5908rh
gene_symbol,Hpca
mouse_strain,C57BL
pvalue,0.8761418
parameter_id,MGP_MLN_058_001
parameter_name,Plasmacytoid DC - % of DC
gene_accession_id,MGI:1336200
