parameter_id,MGP_BMI_014_001
pvalue,0.06578697
gene_symbol,Cldn19
gene_accession_id,MGI:3033992
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
analysis_id,4062xu1u84p498c
