gene_symbol,Psmd14
analysis_id,t3pv90hdciu4029
parameter_name,Tibia
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1913284
pvalue,0.7816633
parameter_id,IMPC_XRY_025_001
