parameter_id,IMPC_EYE_016_001
mouse_life_stage,Early adult
gene_symbol,Clvs1
gene_accession_id,MGI:1921688
mouse_strain,C57BL
pvalue,0.2456105
parameter_name,Lens
analysis_id,qm253hb076nqp68
