parameter_id,JAXLA_CSD_041_002
gene_symbol,Mecom
mouse_strain,C57BL
mouse_life_stage,E12.5
gene_accession_id,MGI:95457
parameter_name,Hindpaw - size
pvalue,0.07597301
analysis_id,850qm8t596j8555
