gene_symbol,Wars2
parameter_id,MGP_MLN_015_001
pvalue,0.7775377
mouse_life_stage,E12.5
gene_accession_id,MGI:1917810
mouse_strain,C57BL
analysis_id,174la599yzuf64m
parameter_name,Naive CD8+ T cells - % of CD8+
