mouse_strain,129SV
parameter_id,IMPC_ABR_004_001
gene_accession_id,MGI:1920638
gene_symbol,Bpifa3
analysis_id,nz0cf3087951v30
mouse_life_stage,Early adult
parameter_name,6kHz-evoked ABR Threshold
pvalue,0.06723112
