parameter_id,IMPC_XRY_001_001
mouse_life_stage,Early adult
gene_symbol,Mecom
parameter_name,Skull shape
mouse_strain,C3H
pvalue,0.8049505
gene_accession_id,MGI:95457
analysis_id,01hi3pf072hi6ez
