gene_symbol,Wars2
parameter_id,IMPC_HEM_037_001
parameter_name,Basophil cell count
mouse_strain,C57BL
mouse_life_stage,E9.5
analysis_id,0hp730249m99w97
gene_accession_id,MGI:1917810
pvalue,0.5012286
