mouse_life_stage,Middle aged adult
gene_symbol,Snap23
analysis_id,09dnsu1we621333
parameter_name,KLRG1+ CD4- NKT cells - % of CD4- NKT cells
parameter_id,MGP_IMM_028_001
pvalue,0.5714464
gene_accession_id,MGI:109356
mouse_strain,C57BL
