gene_symbol,Pex19
analysis_id,g7vokt2g69x902a
parameter_name,Lumbar processes
pvalue,0.6508998
gene_accession_id,MGI:1334458
mouse_strain,C57BL
parameter_id,IMPC_XRY_065_001
mouse_life_stage,Early adult
