parameter_id,IMPC_OFD_011_001
parameter_name,Periphery resting time
analysis_id,007758z354ms96r
gene_symbol,Inpp1
pvalue,0.07417312
mouse_strain,C57BL
gene_accession_id,MGI:104848
mouse_life_stage,Early adult
