gene_symbol,Galnt13
analysis_id,klt819p2zxov3ik
parameter_name,Periphery - Permanence Time
mouse_life_stage,Late adult
gene_accession_id,MGI:2139447
pvalue,0.3149596
parameter_id,M-G-P_007_001_008
mouse_strain,C57BL
