parameter_id,IMPC_CSD_033_001
analysis_id,bcp293ut9szpxie
gene_accession_id,MGI:3522699
parameter_name,Gait
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,TRPA1
pvalue,0.3005942
