parameter_id,HRWLLA_OFD_020_001
parameter_name,Distance travelled - total
gene_symbol,Traf6
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:108072
analysis_id,8rb8q0n83p9pilv
pvalue,0.8229212
