gene_symbol,Kdm4c
parameter_id,IMPC_HEM_039_001
analysis_id,na3usl2o8832nzs
mouse_strain,C57BL
pvalue,0.3161616
parameter_name,Large Unstained Cell (LUC) count
gene_accession_id,MGI:1924054
mouse_life_stage,Early adult
