parameter_id,MGP_CSD_015_001
analysis_id,cjcuoi2o7fu77p4
gene_accession_id,MGI:1913105
mouse_strain,C57BL
pvalue,0.9891561
mouse_life_stage,Early adult
parameter_name,Head coat/hair presence
gene_symbol,Slc28a2
