mouse_life_stage,E12.5
parameter_id,MGP_PBI_001_001
analysis_id,w23cb7ec5hm6gk2
pvalue,0.6015756
mouse_strain,C57BL
gene_accession_id,MGI:1915087
parameter_name,Total T cell percentage
gene_symbol,Tiprl
