parameter_id,IMPC_ECH_008_001
gene_accession_id,MGI:1922745
analysis_id,5sfnd5qao413n71
gene_symbol,Morn5
parameter_name,LVIDd
mouse_life_stage,Early adult
pvalue,0.05988683
mouse_strain,C57BL
