parameter_id,M-G-P_005_001_004
mouse_life_stage,Early adult
parameter_name,Bone Mineral Density (excluding skull)
gene_accession_id,MGI:2446186
mouse_strain,C57BL
gene_symbol,Lpgat1
analysis_id,rs914dw8d8k701t
pvalue,0.1922343
