gene_symbol,Cpa3
mouse_strain,C57BL
gene_accession_id,MGI:88479
pvalue,0.8252941
parameter_id,HMGULA_CBC_017_001
mouse_life_stage,Early adult
analysis_id,00w8k8nj7k3538n
parameter_name,Triglycerides
