gene_symbol,Usp37
parameter_id,IMPC_IMM_052_001
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.7496804
analysis_id,u8y06f23ig9zjga
parameter_name,Eosinophils
gene_accession_id,MGI:2442483
