mouse_strain,129SV
parameter_id,IMPC_CSD_011_001
pvalue,0.8374358
gene_accession_id,MGI:1920638
analysis_id,5469fei0vn346bd
gene_symbol,Bpifa3
parameter_name,Coat - hair distribution - back
mouse_life_stage,Early adult
