gene_symbol,Atg4c
gene_accession_id,MGI:2651854
parameter_name,Right total retinal thickness
mouse_life_stage,Early adult
pvalue,0.3408093
mouse_strain,C57BL
parameter_id,IMPC_EYE_062_001
analysis_id,099708ztgz826wz
