mouse_life_stage,Middle aged adult
parameter_id,MGP_PBI_001_001
analysis_id,486ln91m8msc252
mouse_strain,C57BL
gene_symbol,Hpca
gene_accession_id,MGI:1336200
pvalue,0.5785667
parameter_name,Total T cell percentage
