parameter_id,IMPC_GEP_017_001
mouse_strain,C57BL
pvalue,0.7363052
gene_accession_id,MGI:1922745
gene_symbol,MORN5
parameter_name,Facial Morphology
mouse_life_stage,Early adult
analysis_id,541k095ira6310g
