parameter_name,Whole arena resting time
pvalue,0.4353154
gene_accession_id,MGI:3046938
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,ciu16s36mpgg700
gene_symbol,Hrnr
parameter_id,IMPC_OFD_007_001
