parameter_name,Startle Response
pvalue,0.5966527
gene_symbol,Jun
mouse_strain,C57BL
parameter_id,M-G-P_008_001_013
gene_accession_id,MGI:96646
analysis_id,v2893yx78kv4612
mouse_life_stage,E15.5
