mouse_life_stage,Middle aged adult
pvalue,0.9543498
gene_symbol,Snap23
mouse_strain,C57BL
parameter_id,MGP_CSD_025_001
analysis_id,0vn6257pp6wmr55
parameter_name,Ventral coat/hair presence
gene_accession_id,MGI:109356
