parameter_id,IMPC_IMM_025_001
pvalue,0.6569415
parameter_name,DN CD25- NKT cells
gene_accession_id,MGI:2685053
gene_symbol,Ntmt2
mouse_life_stage,Early adult
analysis_id,s55325u6231fj40
mouse_strain,C57BL
