parameter_id,IMPC_EYE_006_001
analysis_id,0r9b4e2q28cn446
gene_accession_id,MGI:1925049
mouse_life_stage,Early adult
parameter_name,Narrow eye opening
pvalue,0.4324897
mouse_strain,C57BL
gene_symbol,Sla2
