parameter_id,IMPC_CSD_016_001
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Coat - hair texture / appearance - abdomen
pvalue,0.1534102
analysis_id,29qirh5kcy08x33
gene_symbol,Traf6
gene_accession_id,MGI:108072
