parameter_id,IMPC_XRY_025_001
gene_accession_id,MGI:2674093
mouse_strain,C57BL
pvalue,0.5016839
analysis_id,6b1b69xcmfzz44t
parameter_name,Tibia
gene_symbol,Psd4
mouse_life_stage,Early adult
