mouse_life_stage,Early adult
gene_accession_id,MGI:104805
mouse_strain,C57BL
analysis_id,9jv17c1p4dks935
parameter_name,Periphery distance travelled
parameter_id,JAX_OFD_010_001
gene_symbol,Snrpb2
pvalue,0.0942884
