parameter_id,MGP_PBI_030_001
gene_symbol,Ivd
gene_accession_id,MGI:1929242
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.5016711
analysis_id,tl5jlqo1dao1auu
parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
