gene_symbol,Fgb
mouse_strain,C57BL
parameter_id,MGP_MLN_071_001
pvalue,0.1204738
mouse_life_stage,E15.5
gene_accession_id,MGI:99501
parameter_name,Resting Treg cells - % of CD45+
analysis_id,nd8685mtk1ni3yq
