mouse_life_stage,Middle aged adult
analysis_id,f83su8a3ht8fs27
gene_accession_id,MGI:1934811
pvalue,0.8697503
gene_symbol,Nucks1
parameter_id,MGP_CSD_025_001
mouse_strain,C57BL
parameter_name,Ventral coat/hair presence
