gene_symbol,Tiprl
mouse_life_stage,E12.5
mouse_strain,C57BL
parameter_id,IMPC_DXA_009_001
parameter_name,Fat/Body weight
analysis_id,5h3d9k945t7cbj4
pvalue,0.07522923
gene_accession_id,MGI:1915087
