gene_symbol,Ddx27
pvalue,0.7627342
parameter_name,Ly6Clow monocyte percentage
parameter_id,MGP_PBI_018_001
analysis_id,7d5d17668e9gsaa
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
mouse_strain,C57BL
