parameter_id,MGP_MLN_031_001
mouse_life_stage,Early adult
pvalue,0.9053834
parameter_name,Total NK cells - % of CD45+
mouse_strain,C57BL
gene_symbol,Arpc2
analysis_id,04w4e9s6522j5l9
gene_accession_id,MGI:1923959
