mouse_strain,129SV
analysis_id,vvtl85u7677ei61
gene_accession_id,MGI:2385884
parameter_id,MGP_IMM_129_001
pvalue,0.9658595
mouse_life_stage,Early adult
gene_symbol,Ddx27
parameter_name,CD11b-high cDC - % of CD45+
