gene_symbol,Bcs1l
parameter_name,Conditioning Baseline % Freezing Time
analysis_id,ui5e93233665h89
pvalue,0.7606442
mouse_strain,C57BL
parameter_id,IMPC_FEA_003_001
gene_accession_id,MGI:1914071
mouse_life_stage,Early adult
