parameter_id,ESLIM_005_001_702
parameter_name,Lean/Body weight
gene_symbol,Slc30a4
pvalue,0.9722933
mouse_life_stage,Late adult
gene_accession_id,MGI:1345282
mouse_strain,C57BL
analysis_id,31995w48il253dr
