gene_symbol,Jun
parameter_name,Vocalization
pvalue,0.2586067
analysis_id,89485rgjmwo9b02
gene_accession_id,MGI:96646
parameter_id,IMPC_CSD_078_001
mouse_life_stage,E9.5
mouse_strain,C57BL
