parameter_id,IMPC_HEM_030_001
gene_accession_id,MGI:88328
mouse_strain,C57BL
gene_symbol,Tnfsf8
analysis_id,49c9s7q12ui204r
parameter_name,Neutrophil cell count
mouse_life_stage,Early adult
pvalue,0.8727938
