mouse_life_stage,E9.5
gene_accession_id,MGI:1328306
mouse_strain,C57BL
parameter_id,IMPC_FEA_003_001
analysis_id,cocq9l6lk1p5tv0
parameter_name,Conditioning Baseline % Freezing Time
gene_symbol,Orc2
pvalue,0.1363807
