gene_symbol,AU040320
parameter_name,Red blood cell count
gene_accession_id,MGI:2140475
mouse_strain,C57BL
pvalue,0.7930491
mouse_life_stage,Middle aged adult
parameter_id,IMPC_HEM_002_001
analysis_id,th7be7ca63a6dn7
