gene_symbol,Frmpd1
mouse_life_stage,Early adult
gene_accession_id,MGI:2446274
parameter_name,Tibia length
pvalue,0.298154
mouse_strain,C57BL
parameter_id,TCPLA_XRY_033_001
analysis_id,r1079l7u9gc8fgr
