mouse_life_stage,Middle aged adult
parameter_id,IMPC_CBC_018_001
parameter_name,Glucose
analysis_id,jr3v10pm1sfmi9x
pvalue,0.8319449
mouse_strain,C57BL
gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
