mouse_strain,C57BL
parameter_id,MGP_MLN_072_001
gene_accession_id,MGI:88446
analysis_id,a9r281nq2ea4e0l
mouse_life_stage,Early adult
gene_symbol,Col11a1
parameter_name,KLRG1+ Treg cells - % of CD45+
pvalue,0.3019738
