parameter_id,IMPC_XRY_021_001
analysis_id,367738pf74913ug
gene_accession_id,MGI:2685053
mouse_strain,C57BL
pvalue,0.8342709
gene_symbol,Ntmt2
parameter_name,Humerus
mouse_life_stage,Early adult
