mouse_strain,129SV
mouse_life_stage,Early adult
gene_accession_id,MGI:1920638
pvalue,0.4865056
gene_symbol,Bpifa3
analysis_id,55w63tlbifv9m0b
parameter_id,HMGULA_CBC_003_001
parameter_name,Chloride
