parameter_id,ESLIM_016_001_005
gene_accession_id,MGI:1914515
pvalue,0.5787773
mouse_strain,C57BL
parameter_name,Mean cell volume
gene_symbol,Slc39a10
mouse_life_stage,Early adult
analysis_id,ie2b616bdwa19oa
