parameter_id,IMPC_IMM_005_002
gene_accession_id,MGI:1338032
mouse_strain,C57BL
pvalue,0.9621521
gene_symbol,Sema6c
parameter_name,NK cells (Panel A) - % of live leukocytes (Panel A)
mouse_life_stage,Early adult
analysis_id,223r6kzyh1v330w
