gene_symbol,Snap23
pvalue,0.8141047
parameter_name,Bone Mineral Content
parameter_id,ESLIM_005_001_005
analysis_id,nommxl255uku335
mouse_life_stage,Early adult
gene_accession_id,MGI:109356
mouse_strain,C57BL
