parameter_name,Whole arena resting time
parameter_id,HRWLLA_OFD_007_001
gene_symbol,Zcchc2
pvalue,0.7779089
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,53he9ytokwd5gmg
gene_accession_id,MGI:2444114
