gene_accession_id,MGI:1917810
gene_symbol,Wars2
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,IMPC_GEO_019_001
pvalue,0.9768411
parameter_name,Embryo Size
analysis_id,61626o6g565spwa
