parameter_name,Vitreous
parameter_id,UCDLA_EYE_083_001
analysis_id,4e709n799608187
gene_accession_id,MGI:95835
pvalue,0.9483393
mouse_life_stage,E9.5
gene_symbol,Hspa5
mouse_strain,C57BL
